,activity,application,attachments,author,call,channel,channel_mentions,clean_content,content,created_at,edited_at,embeds,flags,guild,id,jump_url,mention_everyone,mentions,nonce,pinned,raw_channel_mentions,raw_mentions,raw_role_mentions,reactions,reference,role_mentions,stickers,system_content,tts,type,webhook_id
10,,,[],Chiara CJ de Niort#8059,,annonces-importantes,[],Merci bonne journée à vous aussi😉,Merci bonne journée à vous aussi😉,2021-02-25 15:00:05.824,,[],<MessageFlags value=0>,Clubs Jeunes SPA,814512050847612948,https://discord.com/channels/806137569116291102/806137569116291106/814512050847612948,False,[],,False,[],[],[],[],,[],[],Merci bonne journée à vous aussi😉,False,MessageType.default,
11,,,[],Reale COUCHAUX#6300,,annonces-importantes,[],Oui on est tous très déçus 😢 Mais on va faire en sorte de rester connectés 😉 Bonne journée à tous !,Oui on est tous très déçus 😢 Mais on va faire en sorte de rester connectés 😉 Bonne journée à tous !,2021-02-25 09:15:54.642,,[],<MessageFlags value=0>,Clubs Jeunes SPA,814425433512345650,https://discord.com/channels/806137569116291102/806137569116291106/814425433512345650,False,[],,False,[],[],[],[],,[],[],Oui on est tous très déçus 😢 Mais on va faire en sorte de rester connectés 😉 Bonne journée à tous !,False,MessageType.default,
12,,,[],Héloïse CJ de Pornic#6617,,annonces-importantes,[],Dommage😭😭,Dommage😭😭,2021-02-24 19:36:21.459,,[],<MessageFlags value=0>,Clubs Jeunes SPA,814219186233933885,https://discord.com/channels/806137569116291102/806137569116291106/814219186233933885,False,[],,False,[],[],[],[],,[],[],Dommage😭😭,False,MessageType.default,
13,,,[],Noelly CJ de Chameyrat#1221,,annonces-importantes,[],Oui dommage... 😭,Oui dommage... 😭,2021-02-24 18:53:34.013,,[],<MessageFlags value=0>,Clubs Jeunes SPA,814208417585430528,https://discord.com/channels/806137569116291102/806137569116291106/814208417585430528,False,[],,False,[],[],[],[],,[],[],Oui dommage... 😭,False,MessageType.default,
14,,,[],Chiara CJ de Niort#8059,,annonces-importantes,[],Dommage😢,Dommage😢,2021-02-24 18:52:04.838,,[],<MessageFlags value=0>,Clubs Jeunes SPA,814208043558502450,https://discord.com/channels/806137569116291102/806137569116291106/814208043558502450,False,[],,False,[],[],[],[],,[],[],Dommage😢,False,MessageType.default,
15,,,[],Sarah CJ de Chameyrat#7571,,annonces-importantes,[],Oui dommage..,Oui dommage..,2021-02-24 18:03:28.486,,[],<MessageFlags value=0>,Clubs Jeunes SPA,814195811490988058,https://discord.com/channels/806137569116291102/806137569116291106/814195811490988058,False,[],,False,[],[],[],[],,[],[],Oui dommage..,False,MessageType.default,
16,,,[],lily_blk CJ de yvré l'évêque#7445,,annonces-importantes,[],C’est dommage mais bon :/,C’est dommage mais bon :/,2021-02-24 18:00:33.611,,[],<MessageFlags value=0>,Clubs Jeunes SPA,814195078012600320,https://discord.com/channels/806137569116291102/806137569116291106/814195078012600320,False,[],,False,[],[],[],[],,[],[],C’est dommage mais bon :/,False,MessageType.default,
17,,,[],lily_blk CJ de yvré l'évêque#7445,,annonces-importantes,[],Message reçu 🙂,Message reçu 🙂,2021-02-24 18:00:21.630,,[],<MessageFlags value=0>,Clubs Jeunes SPA,814195027759726653,https://discord.com/channels/806137569116291102/806137569116291106/814195027759726653,False,[],,False,[],[],[],[],,[],[],Message reçu 🙂,False,MessageType.default,
18,,,[],Lorette CJ Saint Pierre du Mont#1730,,annonces-importantes,[],D’accord dommage mais oui on fera des activités,D’accord dommage mais oui on fera des activités,2021-02-24 17:30:23.745,,[],<MessageFlags value=0>,Clubs Jeunes SPA,814187486884134914,https://discord.com/channels/806137569116291102/806137569116291106/814187486884134914,False,[],,False,[],[],[],[],,[],[],D’accord dommage mais oui on fera des activités,False,MessageType.default,
19,,,[],Reale COUCHAUX#6300,,annonces-importantes,[],24  février 2021 : INFORMATION IMPORTANTE : la date de reprise de nos clubs jeunes est reportée à début avril au regard des incertitudes actuelles sur l’évolution de la situation sanitaire. Nous allons redoubler d'efforts pour partager ici des activités en digitale en attendant la reprise.,24  février 2021 : INFORMATION IMPORTANTE : la date de reprise de nos clubs jeunes est reportée à début avril au regard des incertitudes actuelles sur l’évolution de la situation sanitaire. Nous allons redoubler d'efforts pour partager ici des activités en digitale en attendant la reprise.,2021-02-24 08:31:33.571,,[],<MessageFlags value=0>,Clubs Jeunes SPA,814051884306399262,https://discord.com/channels/806137569116291102/806137569116291106/814051884306399262,False,[],,False,[],[],[],[],,[],[],24  février 2021 : INFORMATION IMPORTANTE : la date de reprise de nos clubs jeunes est reportée à début avril au regard des incertitudes actuelles sur l’évolution de la situation sanitaire. Nous allons redoubler d'efforts pour partager ici des activités en digitale en attendant la reprise.,False,MessageType.default,
20,,,[],Reale COUCHAUX#6300,,annonces-importantes,[],"PREMIÈRE ACTIVITÉ D'INTRODUCTION : 
Si vous avez rempli oui au droit à l'image dans vos dossiers d'inscription (vérifiez bien ceci merci ), nous aimerions une petite vidéo de présentation de vous et un petit message sur le Club Jeunes auquel vous appartenez (son nom, ce que vous aimez y faire,, vos rencontres coup de coeur avec des animaux en particulier...) . Vous pouvez ensuite me les envoyer et je les publierai sur nos réseaux sociaux Facebook et Instagram. Une petite vidéo très courte (moins d'une minute) ça serait top  ! C'est juste histoire de lancer la plateforme avant d'attaquer le vif du sujet avec les campagnes SPA à venir, des contenus sur la connaissance des animaux, les métiers animaliers, le langage canin, félin.... 😉
Merci à tous 🙂","PREMIÈRE ACTIVITÉ D'INTRODUCTION : 
Si vous avez rempli oui au droit à l'image dans vos dossiers d'inscription (vérifiez bien ceci merci ), nous aimerions une petite vidéo de présentation de vous et un petit message sur le Club Jeunes auquel vous appartenez (son nom, ce que vous aimez y faire,, vos rencontres coup de coeur avec des animaux en particulier...) . Vous pouvez ensuite me les envoyer et je les publierai sur nos réseaux sociaux Facebook et Instagram. Une petite vidéo très courte (moins d'une minute) ça serait top  ! C'est juste histoire de lancer la plateforme avant d'attaquer le vif du sujet avec les campagnes SPA à venir, des contenus sur la connaissance des animaux, les métiers animaliers, le langage canin, félin.... 😉
Merci à tous 🙂",2021-02-22 08:15:46.120,,[],<MessageFlags value=0>,Clubs Jeunes SPA,813323134676631603,https://discord.com/channels/806137569116291102/806137569116291106/813323134676631603,False,[],,False,[],[],[],[],,[],[],"PREMIÈRE ACTIVITÉ D'INTRODUCTION : 
Si vous avez rempli oui au droit à l'image dans vos dossiers d'inscription (vérifiez bien ceci merci ), nous aimerions une petite vidéo de présentation de vous et un petit message sur le Club Jeunes auquel vous appartenez (son nom, ce que vous aimez y faire,, vos rencontres coup de coeur avec des animaux en particulier...) . Vous pouvez ensuite me les envoyer et je les publierai sur nos réseaux sociaux Facebook et Instagram. Une petite vidéo très courte (moins d'une minute) ça serait top  ! C'est juste histoire de lancer la plateforme avant d'attaquer le vif du sujet avec les campagnes SPA à venir, des contenus sur la connaissance des animaux, les métiers animaliers, le langage canin, félin.... 😉
Merci à tous 🙂",False,MessageType.default,
21,,,[],lilium#2421,,bienvenue-et-règles,[],J'ai bien compris les règles,J'ai bien compris les règles,2021-04-12 21:01:09.905,,[],<MessageFlags value=0>,Clubs Jeunes SPA,831272758406152192,https://discord.com/channels/806137569116291102/806137569116291105/831272758406152192,False,[],,False,[],[],[],[],,[],[],J'ai bien compris les règles,False,MessageType.default,
22,,,[],Oyoelle#7903,,bienvenue-et-règles,[],Salut @Justine - Châteaubourg (35)  ! Bonjour Forbach arrivé en force !,Salut <@!713390694806323312>  ! Bonjour Forbach arrivé en force !,2021-04-12 18:07:03.282,2021-04-12 18:07:22.146,[],<MessageFlags value=0>,Clubs Jeunes SPA,831228942093385728,https://discord.com/channels/806137569116291102/806137569116291105/831228942093385728,False,[<Member id=713390694806323312 name='Justine' discriminator='8951' bot=False nick='Justine - Châteaubourg (35)' guild=<Guild id=806137569116291102 name='Clubs Jeunes SPA' shard_id=None chunked=True member_count=149>>],,False,[],[713390694806323312],[],[],,[],[],Salut <@!713390694806323312>  ! Bonjour Forbach arrivé en force !,False,MessageType.default,
23,,,[],Zoé- Forbach (57)#7769,,bienvenue-et-règles,[],bonjour j’accepte le règlement ! zoé club jeune de forbach,bonjour j’accepte le règlement ! zoé club jeune de forbach,2021-04-11 16:48:32.583,,[],<MessageFlags value=0>,Clubs Jeunes SPA,830846796124520479,https://discord.com/channels/806137569116291102/806137569116291105/830846796124520479,False,[],,False,[],[],[],[],,[],[],bonjour j’accepte le règlement ! zoé club jeune de forbach,False,MessageType.default,
24,,,[],Lucie - Forbach (57)#7764,,bienvenue-et-règles,[],Bonjour j’accepte le règlement ! Lucie club jeunes de Forbach,Bonjour j’accepte le règlement ! Lucie club jeunes de Forbach,2021-04-11 12:15:14.370,,[],<MessageFlags value=0>,Clubs Jeunes SPA,830778017034141706,https://discord.com/channels/806137569116291102/806137569116291105/830778017034141706,False,[],,False,[],[],[],[],,[],[],Bonjour j’accepte le règlement ! Lucie club jeunes de Forbach,False,MessageType.default,
25,,,[],Tiâa-Forbach (57)#2332,,bienvenue-et-règles,[],Bonjour j’accepte le règlement ! Tiaa club jeunes de Forbach 🙂,Bonjour j’accepte le règlement ! Tiaa club jeunes de Forbach 🙂,2021-04-11 12:09:15.056,,[],<MessageFlags value=0>,Clubs Jeunes SPA,830776509962387477,https://discord.com/channels/806137569116291102/806137569116291105/830776509962387477,False,[],,False,[],[],[],[],,[],[],Bonjour j’accepte le règlement ! Tiaa club jeunes de Forbach 🙂,False,MessageType.default,
26,,,[],Laura CJ St Pierre du Mont#3104,,bienvenue-et-règles,[],"Bonjour j'accepte le règlement.
Laura club jeune de saint pierre du mond","Bonjour j'accepte le règlement.
Laura club jeune de saint pierre du mond",2021-04-10 19:34:20.118,,[],<MessageFlags value=0>,Clubs Jeunes SPA,830526131245154304,https://discord.com/channels/806137569116291102/806137569116291105/830526131245154304,False,[],,False,[],[],[],[],,[],[],"Bonjour j'accepte le règlement.
Laura club jeune de saint pierre du mond",False,MessageType.default,
27,,,[],Meli melo#9181,,bienvenue-et-règles,[],"Bonjour j'accepte le règlement .
Meryam club jeunes de Forbach","Bonjour j'accepte le règlement .
Meryam club jeunes de Forbach",2021-04-10 18:27:34.970,,[],<MessageFlags value=0>,Clubs Jeunes SPA,830509332436221973,https://discord.com/channels/806137569116291102/806137569116291105/830509332436221973,False,[],,False,[],[],[],[],,[],[],"Bonjour j'accepte le règlement .
Meryam club jeunes de Forbach",False,MessageType.default,
28,,,[],paupau#2647,,bienvenue-et-règles,[],"Bonjour, j’accepte le règlement. je fait partie du club jeunes de Forbach (57). Bonne soirée à tous ☺️","Bonjour, j’accepte le règlement. je fait partie du club jeunes de Forbach (57). Bonne soirée à tous ☺️",2021-04-10 18:23:22.441,,[],<MessageFlags value=0>,Clubs Jeunes SPA,830508273253613609,https://discord.com/channels/806137569116291102/806137569116291105/830508273253613609,False,[],,False,[],[],[],[],,[],[],"Bonjour, j’accepte le règlement. je fait partie du club jeunes de Forbach (57). Bonne soirée à tous ☺️",False,MessageType.default,
29,,,[],Justine#8951,,bienvenue-et-règles,[],"Bonjour, j'accepte le règlement. Je suis bénévole encadrante au sein du refuge de Châteaubourg (35). Bonne journée à tous.","Bonjour, j'accepte le règlement. Je suis bénévole encadrante au sein du refuge de Châteaubourg (35). Bonne journée à tous.",2021-04-10 10:49:35.534,,[],<MessageFlags value=0>,Clubs Jeunes SPA,830394075328806922,https://discord.com/channels/806137569116291102/806137569116291105/830394075328806922,False,[],,False,[],[],[],[],,[],[],"Bonjour, j'accepte le règlement. Je suis bénévole encadrante au sein du refuge de Châteaubourg (35). Bonne journée à tous.",False,MessageType.default,
30,,,[],Anne-Sophie - Forbach (57)#7869,,bienvenue-et-règles,[],"Bonjour, j'ai bien compris le règlement !","Bonjour, j'ai bien compris le règlement !",2021-04-06 11:25:41.083,,[],<MessageFlags value=0>,Clubs Jeunes SPA,828953606837239828,https://discord.com/channels/806137569116291102/806137569116291105/828953606837239828,False,[],,False,[],[],[],[],,[],[],"Bonjour, j'ai bien compris le règlement !",False,MessageType.default,
31,,,[],Marinette CJ de Luynes#4290,,bienvenue-et-règles,[],Tu as vu qu'il y avait un salon refuge de Luynes dans zone géographique ?,Tu as vu qu'il y avait un salon refuge de Luynes dans zone géographique ?,2021-04-04 17:44:18.669,,[],<MessageFlags value=0>,Clubs Jeunes SPA,828324115567214602,https://discord.com/channels/806137569116291102/806137569116291105/828324115567214602,False,[<Member id=828320232971829299 name='julie37' discriminator='9767' bot=False nick='Julie - Luynes (37)' guild=<Guild id=806137569116291102 name='Clubs Jeunes SPA' shard_id=None chunked=True member_count=149>>],,False,[],[],[],[<Reaction emoji='🤣' me=False count=2>],<MessageReference message_id=828322794047668264 channel_id=806137569116291105 guild_id=806137569116291102>,[],[],Tu as vu qu'il y avait un salon refuge de Luynes dans zone géographique ?,False,MessageType.default,
32,,,[],Cécile Encadrante CJ Luynes (37)#4741,,bienvenue-et-règles,[],"Bonjour Julie.
Bienvenue. 
Enfin, un autre encadrant de Luynes ! Lol 😂","Bonjour Julie.
Bienvenue. 
Enfin, un autre encadrant de Luynes ! Lol 😂",2021-04-04 17:40:52.731,,[],<MessageFlags value=0>,Clubs Jeunes SPA,828323251801423892,https://discord.com/channels/806137569116291102/806137569116291105/828323251801423892,False,[<Member id=828320232971829299 name='julie37' discriminator='9767' bot=False nick='Julie - Luynes (37)' guild=<Guild id=806137569116291102 name='Clubs Jeunes SPA' shard_id=None chunked=True member_count=149>>],,False,[],[],[],[],<MessageReference message_id=828322794047668264 channel_id=806137569116291105 guild_id=806137569116291102>,[],[],"Bonjour Julie.
Bienvenue. 
Enfin, un autre encadrant de Luynes ! Lol 😂",False,MessageType.default,
33,,,[],Marinette CJ de Luynes#4290,,bienvenue-et-règles,[],Bienvenue miss. Ça yest te voilà 😊,Bienvenue miss. Ça yest te voilà 😊,2021-04-04 17:40:15.697,,[],<MessageFlags value=0>,Clubs Jeunes SPA,828323096468914226,https://discord.com/channels/806137569116291102/806137569116291105/828323096468914226,False,[<Member id=828320232971829299 name='julie37' discriminator='9767' bot=False nick='Julie - Luynes (37)' guild=<Guild id=806137569116291102 name='Clubs Jeunes SPA' shard_id=None chunked=True member_count=149>>],,False,[],[],[],[],<MessageReference message_id=828322794047668264 channel_id=806137569116291105 guild_id=806137569116291102>,[],[],Bienvenue miss. Ça yest te voilà 😊,False,MessageType.default,
34,,,[],julie37#9767,,bienvenue-et-règles,[],Bonjour c'est julie encadrante du club jeune spa luynes,Bonjour c'est julie encadrante du club jeune spa luynes,2021-04-04 17:39:03.594,,[],<MessageFlags value=0>,Clubs Jeunes SPA,828322794047668264,https://discord.com/channels/806137569116291102/806137569116291105/828322794047668264,False,[],,False,[],[],[],[<Reaction emoji='👍' me=False count=3>],,[],[],Bonjour c'est julie encadrante du club jeune spa luynes,False,MessageType.default,
35,,,[],lilie CJ Saint omer#3660,,bienvenue-et-règles,[],Bonjour j’ai bien compris les règles.,Bonjour j’ai bien compris les règles.,2021-03-14 17:18:31.143,,[],<MessageFlags value=0>,Clubs Jeunes SPA,820707479595384912,https://discord.com/channels/806137569116291102/806137569116291105/820707479595384912,False,[],,False,[],[],[],[],,[],[],Bonjour j’ai bien compris les règles.,False,MessageType.default,
